RO_PHYSICAL_FINGERPRINT_V2
SUMMARY	ro_luts=128	ro_nets=128	endpoint_cells=136
CELL	u_puf/ring0[5].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X110Y29	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[5].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X111Y29	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[5].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X110Y29	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[6].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y31	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[6].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y31	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[6].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y31	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[6].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y31	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[7].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y28	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[7].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y29	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[7].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y28	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[7].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y28	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[8].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X111Y35	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[8].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X110Y35	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[8].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X110Y35	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[8].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X111Y33	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[9].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X111Y28	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[9].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X111Y28	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[9].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y28	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[9].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X111Y28	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[10].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y31	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[10].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y31	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[10].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y32	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[10].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y32	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[11].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y27	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[11].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y27	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[11].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y27	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[11].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y27	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[12].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y30	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[12].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y30	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[12].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y30	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[12].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y30	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[13].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y27	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[13].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y28	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[13].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y28	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[13].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y28	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[14].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y36	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[14].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X111Y35	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring0[14].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X111Y35	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[14].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y36	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[15].ro0/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y27	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring0[15].ro0/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y27	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring0[15].ro0/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y27	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring0[15].ro0/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y29	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[0].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y26	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[0].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y26	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[0].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y26	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[0].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y26	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[1].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X108Y26	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[1].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X108Y26	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[1].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X108Y26	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[1].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X108Y26	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[2].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y22	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[2].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y22	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[2].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y22	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[2].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y22	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[3].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y24	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[3].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y24	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[3].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y24	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[3].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y24	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[4].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y25	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[4].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y25	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[4].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y25	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[4].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y25	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[5].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X111Y26	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[5].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X111Y26	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[5].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X111Y27	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[5].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X111Y27	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[6].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y26	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[6].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y26	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[6].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X111Y26	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[6].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X111Y26	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[7].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y24	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[7].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y24	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[7].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X111Y23	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[7].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y24	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[8].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X110Y26	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[8].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X110Y26	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[8].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X110Y26	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[8].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X110Y26	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[9].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X109Y27	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[9].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X109Y26	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[9].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X109Y26	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[9].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X109Y27	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[10].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y23	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[10].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y23	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[10].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y23	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[10].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y23	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[11].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X112Y22	SLICEM.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[11].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X112Y22	SLICEM.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[11].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X112Y22	SLICEM.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[11].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X112Y22	SLICEM.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[12].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X113Y25	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[12].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X113Y25	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
CELL	u_puf/ring1[12].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X113Y25	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[12].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X113Y25	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[13].ro1/u_backend/LUT6_INV0	LUT6	64'h5555555555555555	SLICE_X111Y27	SLICEL.A6LUT	I0:A6,I1:A5,I2:A4,I3:A3,I4:A2,I5:A1
CELL	u_puf/ring1[13].ro1/u_backend/LUT6_INV1	LUT6	64'h5555555555555555	SLICE_X110Y27	SLICEL.C6LUT	I0:C6,I1:C5,I2:C4,I3:C3,I4:C2,I5:C1
CELL	u_puf/ring1[13].ro1/u_backend/LUT6_INV2	LUT6	64'h5555555555555555	SLICE_X110Y27	SLICEL.D6LUT	I0:D6,I1:D5,I2:D4,I3:D3,I4:D2,I5:D1
CELL	u_puf/ring1[13].ro1/u_backend/LUT6_NAND0	LUT6	64'h8888888888888888	SLICE_X111Y27	SLICEL.B6LUT	I0:B6,I1:B5,I2:B4,I3:B3,I4:B2,I5:B1
